url,price
https://www.cian.ru/sale/flat/283856125/,59240000.0
https://www.cian.ru/sale/flat/300539749/,50000000.0
https://www.cian.ru/sale/flat/293713880/,156750000.0
https://www.cian.ru/sale/flat/300006012/,50000000.0
https://www.cian.ru/sale/flat/300266348/,74540000.0
https://www.cian.ru/sale/flat/300539770/,75000000.0
https://www.cian.ru/sale/flat/299801831/,51860000.0
https://www.cian.ru/sale/flat/300689383/,75000000.0
https://www.cian.ru/sale/flat/294196808/,38350000.0
https://www.cian.ru/sale/flat/301450189/,319800000.0
https://ufa.cian.ru/sale/flat/297576210/,5000000.0
https://www.cian.ru/sale/flat/297733877/,484460000.0
https://www.cian.ru/sale/flat/299093643/,30270000.0
https://www.cian.ru/sale/flat/288460497/,250000000.0
https://www.cian.ru/sale/flat/293911275/,180000000.0
https://www.cian.ru/sale/flat/298457990/,755970000.0
https://www.cian.ru/sale/flat/300289246/,25670000.0
https://www.cian.ru/sale/flat/298866325/,215900000.0
https://ufa.cian.ru/sale/flat/280246181/,7560000.0
https://www.cian.ru/sale/flat/294212104/,62000000.0
https://www.cian.ru/sale/flat/300028433/,66620000.0
https://www.cian.ru/sale/flat/296470579/,65200000.0
https://www.cian.ru/sale/flat/288177346/,106950000.0
https://www.cian.ru/sale/flat/293126875/,78000000.0
https://www.cian.ru/sale/flat/301259751/,25710000.0
https://www.cian.ru/sale/flat/300822468/,120000000.0
https://www.cian.ru/sale/flat/294518637/,52010000.0
https://www.cian.ru/sale/flat/301735001/,120000000.0
https://www.cian.ru/sale/flat/301968191/,101800000.0
https://www.cian.ru/sale/flat/300822469/,52000000.0
https://www.cian.ru/sale/flat/262519758/,103790000.0
https://www.cian.ru/sale/flat/279871964/,139000000.0
https://www.cian.ru/sale/flat/301260531/,18710000.0
https://www.cian.ru/sale/flat/276019027/,58000000.0
https://ufa.cian.ru/sale/flat/294081485/,3060000.0
https://www.cian.ru/sale/flat/298127471/,80000000.0
https://www.cian.ru/sale/flat/301425705/,17630000.0
https://www.cian.ru/sale/flat/301734984/,103000000.0
https://www.cian.ru/sale/flat/289484529/,89010000.0
https://www.cian.ru/sale/flat/301559691/,226940000.0
https://www.cian.ru/sale/flat/301985373/,30370000.0
https://www.cian.ru/sale/flat/299735585/,198800000.0
https://ufa.cian.ru/sale/flat/280246208/,4540000.0
https://www.cian.ru/sale/flat/301124778/,200000000.0
https://www.cian.ru/sale/flat/301513578/,24740000.0
https://www.cian.ru/sale/flat/300703980/,456000000.0
https://www.cian.ru/sale/flat/298516517/,24520000.0
https://www.cian.ru/sale/flat/301680573/,160000000.0
https://www.cian.ru/sale/flat/296921240/,26880000.0
https://www.cian.ru/sale/flat/301734996/,164990000.0
https://www.cian.ru/sale/flat/284404561/,159470000.0
https://www.cian.ru/sale/flat/252671392/,182720000.0
https://www.cian.ru/sale/flat/280427150/,150400000.0
https://www.cian.ru/sale/flat/298209370/,210000000.0
https://www.cian.ru/sale/flat/292406325/,36640000.0
https://www.cian.ru/sale/flat/295370167/,99000000.0
https://www.cian.ru/sale/flat/299934989/,34080000.0
https://www.cian.ru/sale/flat/299433436/,50000000.0
https://www.cian.ru/sale/flat/302023150/,29500000.0
https://www.cian.ru/sale/flat/298983974/,100000000.0
https://www.cian.ru/sale/flat/286886774/,29700000.0
https://www.cian.ru/sale/flat/302009299/,730000000.0
https://www.cian.ru/sale/flat/288136857/,68330000.0
