url,price
https://www.cian.ru/sale/flat/283856125/,59900000.0
https://www.cian.ru/sale/flat/300539749/,49500000.0
https://www.cian.ru/sale/flat/293713880/,158770000.0
https://www.cian.ru/sale/flat/300006012/,50450000.0
https://www.cian.ru/sale/flat/300266348/,74540000.0
https://www.cian.ru/sale/flat/300539770/,75620000.0
https://www.cian.ru/sale/flat/299801831/,52410000.0
https://www.cian.ru/sale/flat/300689383/,75780000.0
https://www.cian.ru/sale/flat/294196808/,38880000.0
https://www.cian.ru/sale/flat/301450189/,322690000.0
https://ufa.cian.ru/sale/flat/297576210/,5060000.0
https://www.cian.ru/sale/flat/297733877/,479610000.0
https://www.cian.ru/sale/flat/299093643/,29970000.0
https://www.cian.ru/sale/flat/288460497/,258450000.0
https://www.cian.ru/sale/flat/293911275/,181510000.0
https://www.cian.ru/sale/flat/298457990/,765080000.0
https://www.cian.ru/sale/flat/300289246/,26000000.0
https://www.cian.ru/sale/flat/298866325/,218230000.0
https://ufa.cian.ru/sale/flat/280246181/,7640000.0
https://www.cian.ru/sale/flat/294212104/,62790000.0
https://www.cian.ru/sale/flat/300028433/,67560000.0
https://www.cian.ru/sale/flat/296470579/,65970000.0
https://www.cian.ru/sale/flat/288177346/,107910000.0
https://www.cian.ru/sale/flat/293126875/,78820000.0
https://www.cian.ru/sale/flat/301259751/,26010000.0
https://www.cian.ru/sale/flat/300822468/,121450000.0
https://www.cian.ru/sale/flat/294518637/,52650000.0
https://www.cian.ru/sale/flat/301735001/,121540000.0
https://www.cian.ru/sale/flat/301968191/,103140000.0
https://www.cian.ru/sale/flat/300822469/,52510000.0
https://www.cian.ru/sale/flat/262519758/,104830000.0
https://www.cian.ru/sale/flat/279871964/,140840000.0
https://www.cian.ru/sale/flat/301260531/,18880000.0
https://www.cian.ru/sale/flat/276019027/,58720000.0
https://ufa.cian.ru/sale/flat/294081485/,3080000.0
https://www.cian.ru/sale/flat/298127471/,80850000.0
https://www.cian.ru/sale/flat/301425705/,17850000.0
https://www.cian.ru/sale/flat/301734984/,104240000.0
https://www.cian.ru/sale/flat/289484529/,90090000.0
https://www.cian.ru/sale/flat/301559691/,224670000.0
https://www.cian.ru/sale/flat/301985373/,30680000.0
https://www.cian.ru/sale/flat/299735585/,200490000.0
https://ufa.cian.ru/sale/flat/280246208/,4600000.0
https://www.cian.ru/sale/flat/301124778/,198000000.0
https://www.cian.ru/sale/flat/301513578/,24490000.0
https://www.cian.ru/sale/flat/300703980/,461830000.0
https://www.cian.ru/sale/flat/298516517/,24850000.0
https://www.cian.ru/sale/flat/301680573/,162280000.0
https://www.cian.ru/sale/flat/296921240/,27120000.0
https://www.cian.ru/sale/flat/301734996/,166700000.0
https://www.cian.ru/sale/flat/284404561/,161350000.0
https://www.cian.ru/sale/flat/252671392/,184390000.0
https://www.cian.ru/sale/flat/280427150/,152360000.0
https://www.cian.ru/sale/flat/298209370/,212070000.0
https://www.cian.ru/sale/flat/292406325/,37020000.0
https://www.cian.ru/sale/flat/295370167/,100020000.0
https://www.cian.ru/sale/flat/299934989/,34530000.0
https://www.cian.ru/sale/flat/299433436/,49500000.0
https://www.cian.ru/sale/flat/302023150/,29800000.0
https://www.cian.ru/sale/flat/298983974/,101430000.0
https://www.cian.ru/sale/flat/286886774/,30070000.0
https://www.cian.ru/sale/flat/302009299/,722700000.0
https://www.cian.ru/sale/flat/288136857/,67650000.0
https://www.cian.ru/sale/flat/301735020/,62600000.0
https://www.cian.ru/sale/flat/301581588/,34680000.0
https://www.cian.ru/sale/flat/300370152/,200380000.0
https://www.cian.ru/sale/flat/294328854/,218410000.0
https://www.cian.ru/sale/flat/294106848/,169200000.0
https://www.cian.ru/sale/flat/301346104/,38350000.0
https://www.cian.ru/sale/flat/288962979/,168830000.0
https://www.cian.ru/sale/flat/293721204/,44420000.0
https://www.cian.ru/sale/flat/301134483/,104060000.0
https://www.cian.ru/sale/flat/298516183/,36940000.0
https://www.cian.ru/sale/flat/298050405/,192990000.0
https://www.cian.ru/sale/flat/298278959/,41860000.0
https://www.cian.ru/sale/flat/299673217/,31020000.0
https://www.cian.ru/sale/flat/297972141/,196480000.0
https://www.cian.ru/sale/flat/299894208/,35210000.0
https://www.cian.ru/sale/flat/299132314/,29350000.0
https://www.cian.ru/sale/flat/299095523/,184680000.0
https://www.cian.ru/sale/flat/299137381/,15680000.0
https://www.cian.ru/sale/flat/295277285/,68600000.0
https://www.cian.ru/sale/flat/301268669/,34610000.0
https://sochi.cian.ru/sale/flat/297574822/,8580000.0
https://www.cian.ru/sale/flat/293713671/,134610000.0
https://sochi.cian.ru/sale/flat/296019352/,9110000.0
https://www.cian.ru/sale/flat/290790439/,32350000.0
https://www.cian.ru/sale/flat/300143306/,36350000.0
https://www.cian.ru/sale/flat/301293430/,50500000.0
https://www.cian.ru/sale/flat/299560777/,146780000.0
https://www.cian.ru/sale/flat/300266286/,51420000.0
https://www.cian.ru/sale/flat/302010939/,176820000.0
https://www.cian.ru/sale/flat/301860465/,25440000.0
https://www.cian.ru/sale/flat/301911823/,146890000.0
https://ufa.cian.ru/sale/flat/299143860/,8250000.0
